Link Id,0:15:00,1:45:00,2:00:00,2:15:00,2:30:00,2:45:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,27:45:00,28:00:00,28:15:00,28:30:00,28:45:00,29:00:00,29:15:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.0,0.0,0.0
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.0,0.0,0.0
12904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.150283484,0.575141742,2.300566968,1.150283484,4.601133936,4.601133936,7.476842646,10.352551356,14.37854355,16.679110518,28.181945358,41.410205424,71.89271775,199.574184474,424.454605596,572.26603329,521.653559994,479.093071086,454.36197618,456.662543148,419.85347166,404.899786368,411.801487272,384.769825398,260.539209126,209.92673583,223.730137638,176.568514794,171.967380858,170.817097374,169.66681389,174.267947826,184.620499182,192.67248357,193.822767054,201.874751442,176.568514794,214.527869766,224.880421122,235.80811422,247.31094906,252.487224738,257.66350041600003,236.383255962,274.342610934,334.73249384400003,375.567557526,448.61055876,498.072748572,506.699874702,549.835505352,573.416316774,549.835505352,565.364332386,560.76319845,536.607245286,499.223032056,431.931448242,370.391281848,323.229659004,280.669170096,219.129003702,159.889404276,173.117664342,147.811427694,143.7854355,131.13231717600002,149.53685292,127.106324982,123.65547453,131.13231717600002,129.98203369200002,108.701789238,106.976364012,101.224946592,98.349237882,86.846403042,94.89838743,83.97069433200001,74.193284718,68.441867298,60.38988291,39.109638456,28.7570871,29.332228842,15.528827034,10.927693098,6.326559162000001,1.150283484,2.300566968,1.725425226,1.150283484,-0.0,-0.0,0.575141742,-0.0,-0.0,1.150283484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.4021785733300005,Feeder 1,12907,12904,13618,227,0:39:22,39.37,16:15:00,16:45:00,0.46554528783,0.28773063259500004,0.222867425025
12907,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000954,1.127045466,2.817613665,3.381136398,7.889318262,9.016363728,10.706931927,16.90568199,24.231477519,37.192500378,49.590000504,68.186250693,103.688182872,248.513525253,478.99432305,644.106483819,596.770574247,562.395687534,547.180573743,555.069892005,511.115118831,514.496255229,515.059777962,517.313868894,361.781594586,293.595343893,296.976480291,262.038070845,248.513525253,250.767616185,240.060684258,248.513525253,267.673298175,261.474548112,277.816707369,284.578980165,246.822957054,297.540003024,308.810457684,315.57273048,321.771480543,324.589094208,340.367730732,311.064548616,352.201708125,419.824436085,480.121368516,551.125232874,621.002051766,643.542961086,680.171938731,740.468871162,719.618530041,726.380802837,728.071371036,708.348075381,663.266256741,586.627165053,498.717618705,443.492390871,386.013072105,321.771480543,255.839320782,240.624206991,228.226706865,224.845570467,202.86818388,218.646820404,194.415342885,193.851820152,191.034206487,187.089547356,167.929774434,167.366251701,152.15113791,145.388865114,127.356137658,131.864319522,118.903296663,103.688182872,90.16363728,81.147273552,59.169886965,41.137159509,35.501932179,16.342159257,12.961022859,10.706931927,2.254090932,3.944659131,2.254090932,1.690568199,-0.0,-0.0,0.563522733,-0.0,-0.0,1.127045466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.129971114282501,Incident Link,12907,12904,13618,227,0:39:22,39.37,16:15:00,16:45:00,0.603908528865,0.381003981145,0.30148466215499997
12910,-0.0,-0.0,-0.0,-0.0,-0.0,0.046657361,0.046657361,0.139972083,0.046657361,0.419916249,0.746517776,0.886489859,1.493035552,1.446378191,3.032728465,4.385791934,6.158771652,8.818241229,15.583558574,23.655282027,37.979091854,49.223515855,62.334234296000005,58.508330694,53.702622511,51.183125017,54.962371258000005,50.203320436,51.3230971,52.722817930000005,50.016690992,37.979091854,29.440794791,26.501381048,23.561967305,22.39553328,23.79525411,20.06266523,20.342609396,19.549434259,20.155979952,19.362804815,19.642748981,18.6629444,18.989545927,18.569629678,20.06266523,19.176175371,19.829378425,16.889964682000002,17.216566209,17.169908848000002,19.362804815,20.202637313,23.142051056,24.775058691,26.361408965000003,30.000683123,33.779929364000004,37.699147688,37.3258888,39.19218324,39.938701016,39.285497962,35.459594360000004,35.319622277,32.380208534,25.148317579,19.036203288,20.715868284,16.610020516,17.916426624,16.423391072,15.816845379,16.79664996,13.9972083,16.703335238,15.210299686,13.903893578,12.970746358,12.364200665,11.291081362,9.704731088,8.818241229,7.371863038,6.718659984,6.0187995690000005,4.619078739,3.499302075,3.126043187,2.659469577,1.119776664,0.653203054,0.326601527,0.326601527,0.186629444,0.139972083,0.093314722,0.046657361,-0.0,-0.0,-0.0,-0.0,-0.0,0.046657361,-0.0,0.046657361,-0.0,-0.0,-0.0,-0.0,-0.0,0.5175208561363889,Feeder 2,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.05276169906416667,0.02198080118222222,0.020762525645000002
12930,-0.0,-0.0,0.927808342,-0.0,0.927808342,-0.0,0.927808342,-0.0,3.711233368,6.494658394,10.205891762,12.061508446,12.989316788,16.700550156,32.47329197,32.47329197,52.885075494,74.22466736,96.492067568,146.59371803599998,300.609902808,526.995138256,762.6584571239999,702.350914894,643.393947638,667.094197898,648.538031058,628.126247534,649.4658393999999,639.259947638,580.808022092,420.297178926,366.48429509,308.032369544,253.291677366,279.270310942,272.775652548,266.280994154,272.775652548,268.136610838,318.238261306,351.639361618,345.14470322399995,350.711553276,382.257036904,359.448828354,373.906761826,409.163478822,424.936220636,451.842662554,487.09937955,555.7571968579999,668.9498145819999,801.6264074879999,965.848484022,1092.030418534,1066.051784958,1106.875352006,1130.070560556,959.353825628,871.223949718,748.741331994,690.2894064479999,580.808022092,535.345413334,452.770470896,351.639361618,333.083194778,275.421652548,248.652635656,240.302360578,228.240852132,177.211393322,172.57235161199998,163.294268192,199.47879353,183.706051716,167.933309902,172.57235161199998,175.35577663799998,175.35577663799998,179.067010006,200.406601872,187.417285084,189.272901768,190.20071011,182.778243374,139.1712513,124.326317828,105.770150988,77.935900728,58.451925546,23.19520855,20.411783524,22.267400208,1.855616684,3.711233368,2.783425026,1.855616684,-0.0,-0.0,-0.0,0.927808342,-0.0,1.855616684,-0.0,-0.0,-0.0,0.927808342,-0.0,-0.0,-0.0,8.726742977307218,Feeder 2,12932,13638,12930,227,1:11:56,71.93,17:45:00,19:00:00,0.5282971322427779,0.11262562373722222,0.09329628327888888
12932,-0.0,-0.0,0.825900615,-0.0,0.825900615,0.825900615,1.65180123,-0.0,3.30360246,10.736707995,14.86621107,15.692111685,21.47341599,43.772732595,69.37565166,61.942546125,95.80447134,125.53689348,191.60894268,231.2521722,349.355960145,587.215337265,813.512105775,780.476081175,744.96235473,755.699062725,741.65875227,740.832851655,747.440056575,792.038689785,816.815708235,596.30024403,541.79080344,512.0583813,467.45974809,496.366269615,483.97776039,517.01378499,497.19217023,505.45117638,534.357697905,521.143288065,545.920306515,553.35341205,548.39800836,571.52322558,601.25564772,621.0772624800001,652.46148585,665.67589569,747.440056575,787.90918671,972.085023855,1029.898066905,1190.94868683,1371.414679695,1309.052474775,1346.21800245,1325.570487075,1268.58334464,1105.880923485,1028.246265675,946.48210479,900.2316703500001,824.24881377,692.930615985,645.028380315,487.28136285,483.97776039,438.553226565,412.124406885,434.42372349,395.606394585,363.3962706,357.614966295,377.436581055,358.44086691,344.400556455,369.177574905,358.44086691,335.31564969,317.971736775,318.79763739,332.837947845,316.319935545,311.364531855,275.85080541,237.85937712,208.952855595,170.961427305,143.70670701,92.50086888,55.335341205,37.99142829,34.68782583,8.25900615,5.781304305,7.433105535,2.477701845,-0.0,-0.0,1.65180123,-0.0,-0.0,0.825900615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.522834646825002,Incident Link,12932,13638,12930,227,1:11:56,71.93,17:45:00,19:00:00,0.8777488202750001,0.2305639216875,0.20028089913749997
12932,-0.0,-0.0,0.825900615,-0.0,0.825900615,0.825900615,1.65180123,-0.0,3.30360246,10.736707995,14.86621107,15.692111685,21.47341599,43.772732595,69.37565166,61.942546125,95.80447134,125.53689348,191.60894268,231.2521722,349.355960145,587.215337265,813.512105775,780.476081175,744.96235473,755.699062725,741.65875227,740.832851655,747.440056575,792.038689785,816.815708235,596.30024403,541.79080344,512.0583813,467.45974809,496.366269615,483.97776039,517.01378499,497.19217023,505.45117638,534.357697905,521.143288065,545.920306515,553.35341205,548.39800836,571.52322558,601.25564772,621.0772624800001,652.46148585,665.67589569,747.440056575,787.90918671,972.085023855,1029.898066905,1190.94868683,1371.414679695,1309.052474775,1346.21800245,1325.570487075,1268.58334464,1105.880923485,1028.246265675,946.48210479,900.2316703500001,824.24881377,692.930615985,645.028380315,487.28136285,483.97776039,438.553226565,412.124406885,434.42372349,395.606394585,363.3962706,357.614966295,377.436581055,358.44086691,344.400556455,369.177574905,358.44086691,335.31564969,317.971736775,318.79763739,332.837947845,316.319935545,311.364531855,275.85080541,237.85937712,208.952855595,170.961427305,143.70670701,92.50086888,55.335341205,37.99142829,34.68782583,8.25900615,5.781304305,7.433105535,2.477701845,-0.0,-0.0,1.65180123,-0.0,-0.0,0.825900615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.522834646825002,Feeder 2,12941,12936,12932,227,1:14:41,74.68,09:30:00,10:45:00,0.8385185410625,0.278512040725,0.293194718325
12934,-0.0,-0.0,-0.0,-0.0,0.021999888,0.021999888,0.043999776,0.065999664,0.087999552,0.153999216,0.2419987679999999,0.351998208,1.121994288,1.20999384,2.665990368,2.551987008,3.673981296,10.163959344,16.323916896,24.661874448,31.481839728,33.153831216,194.963834576,29.721848688,26.993862576,28.973852496,29.303850816,40.991856528,28.967864816,26.06986728,25.2998712,21.053892816,20.041897968,16.961913648,16.103918015999998,16.037918352,14.783924736,13.221932688,13.133933136,13.177932912,11.043943776,11.373942096,11.021943888,11.637940752,11.087943552,11.021943888,10.23495016,10.405947024,11.43994176,9.745950384,10.273947696,10.427946912,11.241942768,19.772943216,12.53993616,13.133933136,14.981923728,15.487921151999998,18.215907264,17.709909839999998,18.237907152,18.215907264,16.455916224,16.807914432,15.751919807999998,14.827924512,12.517936272,11.461941648,9.613951056,7.875959903999999,8.073958895999999,6.489966959999999,39.167967744,6.115968864,6.423967296,6.071969088,6.499972,5.453977376,4.927974912,4.707976032,4.751975808,4.113979056,4.091979168,3.651981408,2.793985776,2.595986784,2.265988464,2.221988688,6.161991152000001,1.0119948479999998,2.631994736,0.4399977599999999,1.35999776,0.2859985439999999,0.087999552,0.153999216,0.131999328,0.087999552,0.043999776,0.021999888,-0.0,0.021999888,-0.0,-0.0,0.021999888,-0.0,0.021999888,-0.0,0.021999888,-0.0,-0.0,-0.0,0.3420280305688888,Feeder 1,13640,12934,12937,227,1:27:40,87.67,18:15:00,19:45:00,0.024666587519999998,0.00347109344,0.0033205414933333336
12936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.109974702,-0.0,1.109974702,2.219949404,3.329924106,3.329924106,3.329924106,10.544759669,16.094633179,14.429671126,22.754481391,34.409215761999995,46.618937484,56.053722451,109.332508147,209.230231327,305.798030401,298.583194838,275.273726096,286.928460467,266.39392848,252.519244705,263.618991725,274.163751394,266.39392848,170.936104108,146.516660664,139.301825101,130.977014836,129.31205278299998,129.86704013399998,140.966787154,126.537116028,142.63174920699998,137.081875697,138.74683775,149.291597419,167.05119265099998,150.401572121,153.73149622699998,159.28136973699998,177.040964969,193.690585499,207.565269274,250.854282652,272.498789341,382.386284839,446.209830204,521.133122589,560.53722451,547.217528086,527.23798345,475.069172456,404.030791528,286.373473116,241.419497685,208.120256625,233.09468742,233.649674771,199.79544636,172.60106616099998,149.291597419,136.526888346,134.86192629299998,133.751951591,140.41179980299998,128.757065432,120.432255167,103.227647286,123.762179273,119.322280465,107.112558743,128.202078081,129.31205278299998,117.102331061,107.112558743,113.772406955,112.107444902,111.552457551,110.9974702,83.24810264999999,76.58825443799999,75.47827973599999,62.158583312,51.058836292,37.739139868,15.539645828,14.984658476999998,13.319696424,2.774936755,1.109974702,2.219949404,1.109974702,-0.0,-0.0,1.109974702,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.067440630217777,Feeder 1,12941,12936,12932,227,1:14:41,74.68,09:30:00,10:45:00,0.22692816129777776,0.07476912923194444,0.0766190870686111
