Link Id,0:15:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,27:45:00,28:00:00,28:15:00,28:30:00,28:45:00,29:00:00,29:15:00,29:30:00,29:45:00,30:00:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.0,0.0,0.0
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.0,0.0,0.0
12904,-0.0,-0.0,-0.0,-0.0,-0.0,0.575141742,-0.0,2.87570871,4.0259921940000005,8.051984388000001,9.202267872,21.855386196,19.554819228,41.985347166,64.99101684600001,148.961711178,305.975406744,483.11906328,502.673882508,464.139385794,454.937117922,497.49760683,442.283999598,425.60488908,383.044400172,372.691848816,266.290626546,268.591193514,213.952728024,193.247625312,194.397908796,150.687136404,165.065679954,185.770782666,172.5425226,194.397908796,210.501877572,185.770782666,208.776452346,226.605846348,232.93240551,227.756129832,277.218319644,231.782122026,261.68949261,277.793461386,300.79913106600003,301.374272808,327.83079294,319.20366681,360.038730492,408.925778562,420.428613402,500.37331554,536.607245286,521.653559994,548.110080126,599.2976951640001,584.344009872,557.88748974,493.471614636,370.96642359,312.877107648,254.787791706,204.750460152,188.071349634,157.588837308,137.458876338,148.386569436,125.956041498,103.52551356,93.748103946,106.40122227,100.64980485,92.597820462,89.722111752,79.369560396,79.944702138,86.846403042,65.56615858800001,62.690449878,59.239599426,55.788748974,42.560488908,52.337898522,31.63279581,29.332228842,13.803401808,16.103968776000002,3.450850452,3.450850452,2.300566968,0.575141742,0.575141742,0.575141742,0.575141742,1.725425226,1.150283484,-0.0,-0.0,-0.0,0.575141742,-0.0,-0.0,0.575141742,-0.0,-0.0,-0.0,-0.0,-0.0,5.266221455984998,Feeder 1,12907,12904,13618,227,0:39:22,39.37,16:15:00,16:45:00,0.446214134835,0.32878936251,0.29204419566
12907,-0.0,-0.0,-0.0,-0.0,-0.0,1.127045466,-0.0,5.071704597,7.889318262,10.706931927,18.596250189,32.120795781,34.374886713,68.186250693,101.43409194,188.216592822,371.361481047,553.379323806,586.06364232,553.379323806,530.274891753,583.246028655,528.584323554,531.401937219,484.62955038,481.248413982,386.576594838,351.638185392,294.722389359,265.419207243,264.85568451,233.298411462,241.751252457,257.529888981,260.911025379,276.689661903,287.39659383,260.347502646,293.03182116,314.445685014,322.335003276,309.93750315,355.582844523,317.263298679,346.002958062,373.052049246,385.449549372,387.140117571,409.117504158,406.299890493,453.072277332,516.750346161,545.490005544,627.2008018289999,688.624779726,666.083870406,712.292734512,775.970803341,756.247507686,733.143075633,649.178188416,503.789323302,447.437050002,357.836935455,292.468298427,272.745002772,226.536138666,209.630456676,199.487047482,184.271933691,157.78636524,127.919660391,144.261819648,135.24545592,136.936024119,136.372501386,111.013978401,116.649205731,121.157387595,94.108296411,86.782500882,78.89318262,73.821478023,59.169886965,68.186250693,44.518295907,36.065454912,19.159772922,17.469204723,3.944659131,5.071704597,2.254090932,0.563522733,0.563522733,0.563522733,0.563522733,1.690568199,1.127045466,-0.0,-0.0,-0.0,0.563522733,-0.0,-0.0,0.563522733,-0.0,-0.0,-0.0,-0.0,-0.0,6.909258308857501,Incident Link,12907,12904,13618,227,0:39:22,39.37,16:15:00,16:45:00,0.57416705129,0.42561619750749996,0.38397812890250005
12910,-0.0,-0.0,-0.0,0.046657361,0.093314722,-0.0,0.233286805,0.839832498,1.306406108,2.426182772,3.545959436,4.759050822,7.325205677,11.897627055,15.490243852,28.367675488,44.511122394,56.315434727,56.082147922,54.775741814,55.568916951,57.108609864,54.355825565,53.749279872,53.65596515,51.136467656,41.105135041,35.179650194000004,30.980487704,27.574500351,25.19497494,23.048736334,20.902497728,19.59609162,21.742330226,20.715868284,19.642748981,19.082860649,19.362804815,19.549434259,18.942888566,18.989545927,19.316147454,21.042469811,20.389266757,20.202637313,20.202637313,20.435924118,20.155979952,19.176175371,22.442190641,23.048736334,26.688010492,30.047340484,29.907368401,33.266698393,37.605832966,40.59190407,36.159454775,37.745805049,35.786195887,35.179650194000004,31.727005480000003,28.227703405,23.002078973,20.715868284,20.435924118,19.549434259,19.59609162,18.243028151,17.216566209,15.490243852,13.763921495,16.050132184,13.763921495,12.877431636,11.617682889,10.217962059,10.357934142,8.724926507000001,8.071723453,6.158771652,5.13230971,3.5926167970000003,3.499302075,2.286210689,1.679664996,1.166434025,0.419916249,0.279944166,0.279944166,0.046657361,-0.0,0.046657361,0.046657361,0.046657361,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.046657361,0.046657361,-0.0,-0.0,-0.0,-0.0,0.046657361,0.5247397867133331,Feeder 2,12899,12900,12910,227,1:14:02,74.03,15:15:00,16:30:00,0.04594454020694444,0.02172159362111111,0.02052923884
12930,-0.0,-0.0,-0.0,0.927808342,0.927808342,1.855616684,6.494658394,6.494658394,9.27808342,20.411783524,21.339591866,51.02945881,70.513433992,89.997409174,126.181934512,205.973451924,379.473611878,624.415014166,622.559397482,699.5674898679999,710.701189972,682.866939712,710.701189972,677.3000896599999,591.013913854,578.952405408,444.420195818,392.462928666,329.37196141,280.198119284,294.115244414,261.641952444,308.032369544,281.125927626,282.053735968,311.743602912,325.660728042,359.061828354,339.577853172,350.711553276,361.84525338,383.184845246,439.781154108,423.080603952,482.46033784,516.7892464939999,506.583354732,531.6341799659999,586.3748721439999,657.8161144779999,696.784064842,733.8963985219999,813.687915934,930.591767026,1111.514393716,1016.877942832,1020.5891762,974.1987591,1064.763742208,817.399149302,655.9604977939999,488.027187892,409.163478822,347.004703224,261.641952444,205.973451924,193.911943478,166.07769321799998,160.510843166,141.954676326,141.954676326,117.831659434,141.954676326,118.759467776,127.109742854,136.387826274,127.109742854,141.954676326,141.026867984,152.160568088,128.965359538,104.842342646,102.05891762,79.79151741199999,98.347684252,84.43055912199999,54.740692178,32.47329197,24.123016892,11.133700104,6.494658394,3.711233368,0.927808342,-0.0,1.855616684,0.927808342,0.927808342,-0.0,0.927808342,-0.0,-0.0,-0.0,-0.0,0.927808342,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.509192271311667,Feeder 2,12932,13638,12930,227,1:11:56,71.93,17:45:00,19:00:00,0.65771424225,0.09999712130444444,0.08401819985888889
12932,-0.0,-0.0,-0.0,-0.0,-0.0,1.65180123,9.91080738,14.040310455,17.343912915,30.558322755,44.59863321,88.371365805,107.36707995,141.229005165,219.68956359,301.453724475,433.597822875,707.796827055,687.98131168,783.779683635,770.565273795,815.98980762,815.98980762,782.9537830200001,755.699062725,736.70334858,636.769374165,559.134716355,525.27279114,501.321673305,485.62956162,449.28993456,507.928878225,526.098691755,505.45117638,515.36198376,559.96061697,566.56782189,538.48720098,571.52322558,571.52322558,612.81825633,665.67589569,645.85428093,722.663038125,727.618441815,759.002665185,762.306267645,842.4186273,903.53527281,898.57986912,1019.987259525,1089.362911185,1148.00185485,1626.21020122,1285.10135694,1216.551605895,1195.078189905,1109.184525945,983.647632465,858.9366396,716.88173382,597.126144645,513.71018253,452.59353702,429.4683198,398.08409643,403.03950012,369.177574905,365.873972445,355.13726445,327.882544155,336.141550305,343.57465584,322.927140465,336.96745092,351.00776137500003,322.10123985,281.632109715,303.105525705,271.721302335,246.944283885,194.086644525,176.74273161,182.524035915,113.148384255,99.933974415,68.549751045,46.25043444,18.995714145,6.60720492,8.25900615,2.477701845,-0.0,1.65180123,0.825900615,0.825900615,-0.0,1.65180123,0.825900615,-0.0,0.825900615,0.825900615,0.825900615,0.825900615,-0.0,-0.0,-0.0,-0.0,-0.0,12.31441258361805,Incident Link,12932,13638,12930,227,1:11:56,71.93,17:45:00,19:00:00,0.9913101548375001,0.222534332375,0.20418098537499998
12932,-0.0,-0.0,-0.0,-0.0,-0.0,1.65180123,9.91080738,14.040310455,17.343912915,30.558322755,44.59863321,88.371365805,107.36707995,141.229005165,219.68956359,301.453724475,433.597822875,707.796827055,687.98131168,783.779683635,770.565273795,815.98980762,815.98980762,782.9537830200001,755.699062725,736.70334858,636.769374165,559.134716355,525.27279114,501.321673305,485.62956162,449.28993456,507.928878225,526.098691755,505.45117638,515.36198376,559.96061697,566.56782189,538.48720098,571.52322558,571.52322558,612.81825633,665.67589569,645.85428093,722.663038125,727.618441815,759.002665185,762.306267645,842.4186273,903.53527281,898.57986912,1019.987259525,1089.362911185,1148.00185485,1626.21020122,1285.10135694,1216.551605895,1195.078189905,1109.184525945,983.647632465,858.9366396,716.88173382,597.126144645,513.71018253,452.59353702,429.4683198,398.08409643,403.03950012,369.177574905,365.873972445,355.13726445,327.882544155,336.141550305,343.57465584,322.927140465,336.96745092,351.00776137500003,322.10123985,281.632109715,303.105525705,271.721302335,246.944283885,194.086644525,176.74273161,182.524035915,113.148384255,99.933974415,68.549751045,46.25043444,18.995714145,6.60720492,8.25900615,2.477701845,-0.0,1.65180123,0.825900615,0.825900615,-0.0,1.65180123,0.825900615,-0.0,0.825900615,0.825900615,0.825900615,0.825900615,-0.0,-0.0,-0.0,-0.0,-0.0,12.31441258361805,Feeder 2,12941,12936,12932,227,1:14:41,74.68,09:30:00,10:45:00,0.8412715431125,0.2865416300375,0.298700722425
12934,-0.0,0.021999888,0.021999888,0.043999776,0.065999664,0.043999776,0.263998656,0.351998208,1.495996192,1.0999944,2.001989808,3.343982976,5.125973903999999,9.01995408,16.873914096,24.881873328,32.537834352,31.833837936,31.3498404,31.503839616,31.811838048,30.953842416,30.821843088,31.063841856,30.007847232,26.531864928,24.551875008,22.395885984,20.492900208,18.03990816,16.851914208,14.62992552,13.837929552,12.86993448,12.231937728,11.5499412,12.42993672,11.153943216,10.537946352,10.251947808,11.021943888,10.185948144,10.295947584,10.207948032,11.175943104,10.207948032,10.581946128,11.043943776,10.933944336,10.867944672,11.373942096,12.451936608,12.31993728,13.331932128,14.51992608,66.393916448,17.48991096,16.675915103999998,41.40490536,17.92990872,17.511910848,15.531920928,15.17992272,14.098931344,11.857939632,11.791939968,9.23995296,9.173953296,10.477954864,8.293957776,23.80496136,7.061964047999999,5.631971328,12.2999664,7.324967184,5.16997368,4.773975696,4.61997648,4.729975919999999,3.95997984,3.035984544,3.14998824,2.397987792,3.587991264,3.483992496,0.923995296,0.8799955199999999,0.2199988799999999,0.2199988799999999,0.175999104,0.087999552,0.043999776,0.021999888,0.021999888,0.043999776,0.021999888,0.021999888,-0.0,-0.0,0.021999888,0.043999776,-0.0,-0.0,0.021999888,0.021999888,-0.0,-0.0,-0.0,-0.0,0.021999888,0.3156454848355555,Feeder 1,13640,12934,12937,227,1:27:40,87.67,18:15:00,19:45:00,0.02272794299555556,0.008916366426666666,0.00352609316
12936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.774936755,4.439898808,2.219949404,9.989772318,9.989772318,22.19949404,33.29924106,36.074177815,56.60870980199999,87.133014107,135.971900995,239.754535632,231.984712718,308.017979805,279.713624904,303.578080997,306.908005103,289.148409871,265.838941129,247.524358546,200.350433711,177.59595231999998,153.73149622699998,135.971900995,118.212305763,119.322280465,145.40668596199998,130.977014836,140.966787154,121.542229869,145.96167331299998,162.05630649199998,145.40668596199998,154.841470929,169.82612940599998,164.83124324699995,192.025623446,188.69569934,214.225117486,226.434839208,243.639447089,245.859396493,277.4936755,306.353017752,323.557625633,408.470690336,451.204716363,453.424665767,544.9975786819999,509.478388218,425.675298217,362.961727554,289.703397222,236.424611526,198.130484307,190.360661393,157.061420333,151.511546823,120.432255167,122.09721722,121.542229869,121.542229869,108.222533445,106.557571392,96.567799074,84.358077352,101.562685233,94.34784967,97.677773776,103.782634637,112.107444902,106.002584041,98.787748478,109.887495498,99.342735829,89.90795086199999,72.70334298099999,61.04860861,62.713570663,46.618937484,37.184152517,24.974430795,19.979544636,7.769822914,2.219949404,3.329924106,1.109974702,-0.0,0.554987351,-0.0,0.554987351,-0.0,0.554987351,0.554987351,-0.0,-0.0,-0.0,-0.0,0.554987351,-0.0,-0.0,-0.0,-0.0,-0.0,3.9152815981519447,Feeder 1,12941,12936,12932,227,1:14:41,74.68,09:30:00,10:45:00,0.2361779504811111,0.07553994499722222,0.07430663977277778
