Scenario,Seed,Incidents,Truck,Total Time (seconds),Total Distance (meters),Average_Time_seconds,Average Distance (meters)
Current,723,4,SLC_525,0,0,480.15,2842.079956
Current,723,4,SLC_527,841,18953.48686,480.15,2842.079956
Current,723,4,SLC_528,0,0,480.15,2842.079956
Current,723,4,Utah_County_502,0,0,480.15,2842.079956
Current,723,4,Utah_County_513,0,0,480.15,2842.079956
Current,723,4,Utah_County_516,0,0,480.15,2842.079956
Current,723,4,Utah_County_521,0,0,480.15,2842.079956
Current,723,4,Utah_County_524,0,0,480.15,2842.079956
Increased,723,4,Davis_506,0,0,341.6,1631.380448
Increased,723,4,Davis_512,0,0,341.6,1631.380448
Increased,723,4,Davis_518,0,0,341.6,1631.380448
Increased,723,4,Davis_526,0,0,341.6,1631.380448
Increased,723,4,Davis_529,0,0,341.6,1631.380448
Increased,723,4,NEW_Davis_530,0,0,341.6,1631.380448
Increased,723,4,NEW_Davis_531,0,0,341.6,1631.380448
Increased,723,4,NEW_SLC_503,0,0,341.6,1631.380448
Increased,723,4,NEW_SLC_504,32,1035.320609,341.6,1631.380448
Increased,723,4,NEW_SLC_507,0,0,341.6,1631.380448
Increased,723,4,NEW_SLC_508,0,0,341.6,1631.380448
Increased,723,4,NEW_SLC_509,0,0,341.6,1631.380448
Increased,723,4,NEW_SLC_511,9442,24433.53096,341.6,1631.380448
Increased,723,4,NEW_Utah_County_532,0,0,341.6,1631.380448
Increased,723,4,NEW_Utah_County_533,0,0,341.6,1631.380448
Increased,723,4,SLC_505,0,0,341.6,1631.380448
Increased,723,4,SLC_510,0,0,341.6,1631.380448
Increased,723,4,SLC_514,0,0,341.6,1631.380448
Increased,723,4,SLC_517,0,0,341.6,1631.380448
Increased,723,4,SLC_519,175,6060.72616,341.6,1631.380448
Increased,723,4,SLC_520,599,17411.8357,341.6,1631.380448
Increased,723,4,SLC_523,0,0,341.6,1631.380448
Increased,723,4,SLC_525,0,0,341.6,1631.380448
Increased,723,4,SLC_527,0,0,341.6,1631.380448
Increased,723,4,SLC_528,0,0,341.6,1631.380448
Increased,723,4,Utah_County_502,0,0,341.6,1631.380448
Increased,723,4,Utah_County_513,0,0,341.6,1631.380448
Increased,723,4,Utah_County_516,0,0,341.6,1631.380448
Increased,723,4,Utah_County_521,0,0,341.6,1631.380448
Increased,723,4,Utah_County_524,0,0,341.6,1631.380448
Current,790,11,Davis_506,0,0,1369.5,6746.078888
Current,790,11,Davis_512,0,0,1369.5,6746.078888
Current,790,11,Davis_518,0,0,1369.5,6746.078888
Current,790,11,Davis_526,0,0,1369.5,6746.078888
Current,790,11,Davis_529,0,0,1369.5,6746.078888
Current,790,11,SLC_505,8801,25425.27064,1369.5,6746.078888
Current,790,11,SLC_510,0,0,1369.5,6746.078888
Current,790,11,SLC_514,536,14927.88379,1369.5,6746.078888
Current,790,11,SLC_517,361,10915.09106,1369.5,6746.078888
Current,790,11,SLC_519,260,8378.771216,1369.5,6746.078888
Current,790,11,SLC_520,0,0,1369.5,6746.078888
Current,790,11,SLC_523,0,0,1369.5,6746.078888
Current,790,11,SLC_525,279,7614.753144,1369.5,6746.078888
Current,790,11,SLC_527,16349,44117.01445,1369.5,6746.078888
Current,790,11,SLC_528,136,4935.282511,1369.5,6746.078888
Current,790,11,Utah_County_502,0,0,1369.5,6746.078888
Current,790,11,Utah_County_513,463,13308.63025,1369.5,6746.078888
Current,790,11,Utah_County_516,205,5298.880697,1369.5,6746.078888
Current,790,11,Utah_County_521,0,0,1369.5,6746.078888
Current,790,11,Utah_County_524,0,0,1369.5,6746.078888
Increased,790,11,Davis_506,0,0,389.5,3646.866365
Increased,790,11,Davis_512,0,0,389.5,3646.866365
Increased,790,11,Davis_518,0,0,389.5,3646.866365
Increased,790,11,Davis_526,0,0,389.5,3646.866365
Increased,790,11,Davis_529,0,0,389.5,3646.866365
Increased,790,11,NEW_Davis_530,0,0,389.5,3646.866365
Increased,790,11,NEW_Davis_531,0,0,389.5,3646.866365
Increased,790,11,NEW_SLC_503,0,0,389.5,3646.866365
Increased,790,11,NEW_SLC_504,0,0,389.5,3646.866365
Increased,790,11,NEW_SLC_507,0,0,389.5,3646.866365
Increased,790,11,NEW_SLC_508,218,7137.47118,389.5,3646.866365
Increased,790,11,NEW_SLC_509,0,0,389.5,3646.866365
Increased,790,11,NEW_SLC_511,0,0,389.5,3646.866365
Increased,790,11,NEW_Utah_County_532,273,7848.638526,389.5,3646.866365
Increased,790,11,NEW_Utah_County_533,202,5035.109871,389.5,3646.866365
Increased,790,11,SLC_505,8800,25425.27064,389.5,3646.866365
Increased,790,11,SLC_510,0,0,389.5,3646.866365
Increased,790,11,SLC_514,551,14927.88379,389.5,3646.866365
Increased,790,11,SLC_517,0,0,389.5,3646.866365
Increased,790,11,SLC_519,260,8378.771216,389.5,3646.866365
Increased,790,11,SLC_520,0,0,389.5,3646.866365
Increased,790,11,SLC_523,0,0,389.5,3646.866365
Increased,790,11,SLC_525,279,7614.753144,389.5,3646.866365
Increased,790,11,SLC_527,485,14794.17982,389.5,3646.866365
Increased,790,11,SLC_528,142,4935.282511,389.5,3646.866365
Increased,790,11,Utah_County_502,0,0,389.5,3646.866365
Increased,790,11,Utah_County_513,475,13308.63025,389.5,3646.866365
Increased,790,11,Utah_County_516,0,0,389.5,3646.866365
Increased,790,11,Utah_County_521,0,0,389.5,3646.866365
Increased,790,11,Utah_County_524,0,0,389.5,3646.866365
Current,847,11,Davis_506,0,0,2720.6,14044.55488
Current,847,11,Davis_512,361,12251.55137,2720.6,14044.55488
Current,847,11,Davis_518,0,0,2720.6,14044.55488
Current,847,11,Davis_526,0,0,2720.6,14044.55488
Current,847,11,Davis_529,0,0,2720.6,14044.55488
Current,847,11,SLC_505,13375,39629.40204,2720.6,14044.55488
Current,847,11,SLC_510,646,12322.60373,2720.6,14044.55488
Current,847,11,SLC_514,654,21107.31486,2720.6,14044.55488
Current,847,11,SLC_517,468,12086.69058,2720.6,14044.55488
Current,847,11,SLC_519,350,11211.22571,2720.6,14044.55488
Current,847,11,SLC_520,531,14208.49271,2720.6,14044.55488
Current,847,11,SLC_523,0,0,2720.6,14044.55488
Current,847,11,SLC_525,30,1662.110259,2720.6,14044.55488
Current,847,11,SLC_527,1063,34330.19948,2720.6,14044.55488
Current,847,11,SLC_528,917,27904.4911,2720.6,14044.55488
Current,847,11,Utah_County_502,0,0,2720.6,14044.55488
Current,847,11,Utah_County_513,786,24427.30282,2720.6,14044.55488
Current,847,11,Utah_County_516,17330,39032.20816,2720.6,14044.55488
Current,847,11,Utah_County_521,0,0,2720.6,14044.55488
Current,847,11,Utah_County_524,17901,30717.50477,2720.6,14044.55488
Increased,847,11,Davis_506,0,0,1854.733333,5129.765886
Increased,847,11,Davis_512,361,12251.55137,1854.733333,5129.765886
Increased,847,11,Davis_518,0,0,1854.733333,5129.765886
Increased,847,11,Davis_526,0,0,1854.733333,5129.765886
Increased,847,11,Davis_529,0,0,1854.733333,5129.765886
Increased,847,11,NEW_Davis_530,0,0,1854.733333,5129.765886
Increased,847,11,NEW_Davis_531,0,0,1854.733333,5129.765886
Increased,847,11,NEW_SLC_503,69,2699.635663,1854.733333,5129.765886
Increased,847,11,NEW_SLC_504,0,0,1854.733333,5129.765886
Increased,847,11,NEW_SLC_507,16689,11470.76397,1854.733333,5129.765886
Increased,847,11,NEW_SLC_508,66,2293.776209,1854.733333,5129.765886
Increased,847,11,NEW_SLC_509,546,17047.23972,1854.733333,5129.765886
Increased,847,11,NEW_SLC_511,0,0,1854.733333,5129.765886
Increased,847,11,NEW_Utah_County_532,323,8600.184213,1854.733333,5129.765886
Increased,847,11,NEW_Utah_County_533,0,0,1854.733333,5129.765886
Increased,847,11,SLC_505,0,0,1854.733333,5129.765886
Increased,847,11,SLC_510,435,11439.9612,1854.733333,5129.765886
Increased,847,11,SLC_514,0,0,1854.733333,5129.765886
Increased,847,11,SLC_517,0,0,1854.733333,5129.765886
Increased,847,11,SLC_519,373,11211.22571,1854.733333,5129.765886
Increased,847,11,SLC_520,0,0,1854.733333,5129.765886
Increased,847,11,SLC_523,0,0,1854.733333,5129.765886
Increased,847,11,SLC_525,30,1662.110259,1854.733333,5129.765886
Increased,847,11,SLC_527,158,5464.771464,1854.733333,5129.765886
Increased,847,11,SLC_528,0,0,1854.733333,5129.765886
Increased,847,11,Utah_County_502,0,0,1854.733333,5129.765886
Increased,847,11,Utah_County_513,783,24427.30282,1854.733333,5129.765886
Increased,847,11,Utah_County_516,17901,14606.9492,1854.733333,5129.765886
Increased,847,11,Utah_County_521,0,0,1854.733333,5129.765886
Increased,847,11,Utah_County_524,17908,30717.50477,1854.733333,5129.765886
Current,879,19,Davis_506,2059,62344.68897,8321.2,35083.25714
Current,879,19,Davis_512,1191,39205.30877,8321.2,35083.25714
Current,879,19,Davis_518,19548,109814.0069,8321.2,35083.25714
Current,879,19,Davis_526,0,0,8321.2,35083.25714
Current,879,19,Davis_529,0,0,8321.2,35083.25714
Current,879,19,SLC_505,1225,39299.27813,8321.2,35083.25714
Current,879,19,SLC_510,1189,32564.78569,8321.2,35083.25714
Current,879,19,SLC_514,1336,42208.65908,8321.2,35083.25714
Current,879,19,SLC_517,426,11989.19676,8321.2,35083.25714
Current,879,19,SLC_519,18019,36740.9908,8321.2,35083.25714
Current,879,19,SLC_520,20604,29917.22827,8321.2,35083.25714
Current,879,19,SLC_523,16964,30741.09769,8321.2,35083.25714
Current,879,19,SLC_525,13418,46263.90619,8321.2,35083.25714
Current,879,19,SLC_527,21329,35161.95467,8321.2,35083.25714
Current,879,19,SLC_528,508,16154.24915,8321.2,35083.25714
Current,879,19,Utah_County_502,320,10494.45786,8321.2,35083.25714
Current,879,19,Utah_County_513,5646,41305.67449,8321.2,35083.25714
Current,879,19,Utah_County_516,29480,44603.88808,8321.2,35083.25714
Current,879,19,Utah_County_521,440,13407.66903,8321.2,35083.25714
Current,879,19,Utah_County_524,12722,59448.10228,8321.2,35083.25714
Increased,879,19,Davis_506,0,0,5973.566667,17267.47576
Increased,879,19,Davis_512,0,0,5973.566667,17267.47576
Increased,879,19,Davis_518,0,0,5973.566667,17267.47576
Increased,879,19,Davis_526,0,0,5973.566667,17267.47576
Increased,879,19,Davis_529,0,0,5973.566667,17267.47576
Increased,879,19,NEW_Davis_530,0,0,5973.566667,17267.47576
Increased,879,19,NEW_Davis_531,0,0,5973.566667,17267.47576
Increased,879,19,NEW_SLC_503,752,23800.97988,5973.566667,17267.47576
Increased,879,19,NEW_SLC_504,0,0,5973.566667,17267.47576
Increased,879,19,NEW_SLC_507,12030,53235.63145,5973.566667,17267.47576
Increased,879,19,NEW_SLC_508,131,2292.874978,5973.566667,17267.47576
Increased,879,19,NEW_SLC_509,1055,31393.41147,5973.566667,17267.47576
Increased,879,19,NEW_SLC_511,22990,23611.59274,5973.566667,17267.47576
Increased,879,19,NEW_Utah_County_532,29729,13767.93589,5973.566667,17267.47576
Increased,879,19,NEW_Utah_County_533,5845,30912.37975,5973.566667,17267.47576
Increased,879,19,SLC_505,13440,41827.51908,5973.566667,17267.47576
Increased,879,19,SLC_510,1117,32564.78569,5973.566667,17267.47576
Increased,879,19,SLC_514,747,23872.45066,5973.566667,17267.47576
Increased,879,19,SLC_517,0,0,5973.566667,17267.47576
Increased,879,19,SLC_519,18594,27831.71675,5973.566667,17267.47576
Increased,879,19,SLC_520,21392,29917.22827,5973.566667,17267.47576
Increased,879,19,SLC_523,0,0,5973.566667,17267.47576
Increased,879,19,SLC_525,825,25399.45683,5973.566667,17267.47576
Increased,879,19,SLC_527,18419,31458.87942,5973.566667,17267.47576
Increased,879,19,SLC_528,531,16154.24915,5973.566667,17267.47576
Increased,879,19,Utah_County_502,320,10494.45786,5973.566667,17267.47576
Increased,879,19,Utah_County_513,705,18821.07037,5973.566667,17267.47576
Increased,879,19,Utah_County_516,29398,44603.88808,5973.566667,17267.47576
Increased,879,19,Utah_County_521,436,13407.66903,5973.566667,17267.47576
Increased,879,19,Utah_County_524,751,22656.0954,5973.566667,17267.47576
Current,886,5,Davis_506,0,0,733.1,4331.166048
Current,886,5,Davis_512,0,0,733.1,4331.166048
Current,886,5,Davis_518,0,0,733.1,4331.166048
Current,886,5,Davis_526,0,0,733.1,4331.166048
Current,886,5,Davis_529,0,0,733.1,4331.166048
Current,886,5,SLC_505,648,17217.70102,733.1,4331.166048
Current,886,5,SLC_510,960,20971.48657,733.1,4331.166048
Current,886,5,SLC_514,0,0,733.1,4331.166048
Current,886,5,SLC_517,0,0,733.1,4331.166048
Current,886,5,SLC_519,260,8378.771216,733.1,4331.166048
Current,886,5,SLC_520,0,0,733.1,4331.166048
Current,886,5,SLC_523,0,0,733.1,4331.166048
Current,886,5,SLC_525,30,1662.110259,733.1,4331.166048
Current,886,5,SLC_527,0,0,733.1,4331.166048
Current,886,5,SLC_528,1195,27904.4911,733.1,4331.166048
Current,886,5,Utah_County_502,0,0,733.1,4331.166048
Current,886,5,Utah_County_513,11569,10488.7608,733.1,4331.166048
Current,886,5,Utah_County_516,0,0,733.1,4331.166048
Current,886,5,Utah_County_521,0,0,733.1,4331.166048
Current,886,5,Utah_County_524,0,0,733.1,4331.166048
Increased,886,5,Davis_506,0,0,447.1,1715.747415
Increased,886,5,Davis_512,0,0,447.1,1715.747415
Increased,886,5,Davis_518,0,0,447.1,1715.747415
Increased,886,5,Davis_526,0,0,447.1,1715.747415
Increased,886,5,Davis_529,0,0,447.1,1715.747415
Increased,886,5,NEW_Davis_530,0,0,447.1,1715.747415
Increased,886,5,NEW_Davis_531,0,0,447.1,1715.747415
Increased,886,5,NEW_SLC_503,0,0,447.1,1715.747415
Increased,886,5,NEW_SLC_504,0,0,447.1,1715.747415
Increased,886,5,NEW_SLC_507,380,6552.974986,447.1,1715.747415
Increased,886,5,NEW_SLC_508,0,0,447.1,1715.747415
Increased,886,5,NEW_SLC_509,755,17047.23972,447.1,1715.747415
Increased,886,5,NEW_SLC_511,0,0,447.1,1715.747415
Increased,886,5,NEW_Utah_County_532,356,7342.56547,447.1,1715.747415
Increased,886,5,NEW_Utah_County_533,0,0,447.1,1715.747415
Increased,886,5,SLC_505,0,0,447.1,1715.747415
Increased,886,5,SLC_510,0,0,447.1,1715.747415
Increased,886,5,SLC_514,0,0,447.1,1715.747415
Increased,886,5,SLC_517,0,0,447.1,1715.747415
Increased,886,5,SLC_519,269,8378.771216,447.1,1715.747415
Increased,886,5,SLC_520,0,0,447.1,1715.747415
Increased,886,5,SLC_523,0,0,447.1,1715.747415
Increased,886,5,SLC_525,30,1662.110259,447.1,1715.747415
Increased,886,5,SLC_527,0,0,447.1,1715.747415
Increased,886,5,SLC_528,0,0,447.1,1715.747415
Increased,886,5,Utah_County_502,0,0,447.1,1715.747415
Increased,886,5,Utah_County_513,11623,10488.7608,447.1,1715.747415
Increased,886,5,Utah_County_516,0,0,447.1,1715.747415
Increased,886,5,Utah_County_521,0,0,447.1,1715.747415
Increased,886,5,Utah_County_524,0,0,447.1,1715.747415
Current,907,7,Davis_506,0,0,1226.05,5051.149358
Current,907,7,Davis_512,0,0,1226.05,5051.149358
Current,907,7,Davis_518,0,0,1226.05,5051.149358
Current,907,7,Davis_526,0,0,1226.05,5051.149358
Current,907,7,Davis_529,0,0,1226.05,5051.149358
Current,907,7,SLC_505,27,1585.95629,1226.05,5051.149358
Current,907,7,SLC_510,15237,28330.40293,1226.05,5051.149358
Current,907,7,SLC_514,0,0,1226.05,5051.149358
Current,907,7,SLC_517,456,12815.15833,1226.05,5051.149358
Current,907,7,SLC_519,419,11990.0819,1226.05,5051.149358
Current,907,7,SLC_520,367,10469.57746,1226.05,5051.149358
Current,907,7,SLC_523,7226,11404.50744,1226.05,5051.149358
Current,907,7,SLC_525,0,0,1226.05,5051.149358
Current,907,7,SLC_527,0,0,1226.05,5051.149358
Current,907,7,SLC_528,0,0,1226.05,5051.149358
Current,907,7,Utah_County_502,0,0,1226.05,5051.149358
Current,907,7,Utah_County_513,789,24427.30282,1226.05,5051.149358
Current,907,7,Utah_County_516,0,0,1226.05,5051.149358
Current,907,7,Utah_County_521,0,0,1226.05,5051.149358
Current,907,7,Utah_County_524,0,0,1226.05,5051.149358
Increased,907,7,Davis_506,0,0,788.3,2143.829173
Increased,907,7,Davis_512,0,0,788.3,2143.829173
Increased,907,7,Davis_518,0,0,788.3,2143.829173
Increased,907,7,Davis_526,0,0,788.3,2143.829173
Increased,907,7,Davis_529,0,0,788.3,2143.829173
Increased,907,7,NEW_Davis_530,0,0,788.3,2143.829173
Increased,907,7,NEW_Davis_531,0,0,788.3,2143.829173
Increased,907,7,NEW_SLC_503,445,12788.74906,788.3,2143.829173
Increased,907,7,NEW_SLC_504,0,0,788.3,2143.829173
Increased,907,7,NEW_SLC_507,15236,17287.69121,788.3,2143.829173
Increased,907,7,NEW_SLC_508,110,2399.6225,788.3,2143.829173
Increased,907,7,NEW_SLC_509,0,0,788.3,2143.829173
Increased,907,7,NEW_SLC_511,0,0,788.3,2143.829173
Increased,907,7,NEW_Utah_County_532,0,0,788.3,2143.829173
Increased,907,7,NEW_Utah_County_533,0,0,788.3,2143.829173
Increased,907,7,SLC_505,27,1585.95629,788.3,2143.829173
Increased,907,7,SLC_510,0,0,788.3,2143.829173
Increased,907,7,SLC_514,0,0,788.3,2143.829173
Increased,907,7,SLC_517,0,0,788.3,2143.829173
Increased,907,7,SLC_519,261,8378.771216,788.3,2143.829173
Increased,907,7,SLC_520,354,10469.57746,788.3,2143.829173
Increased,907,7,SLC_523,7216,11404.50744,788.3,2143.829173
Increased,907,7,SLC_525,0,0,788.3,2143.829173
Increased,907,7,SLC_527,0,0,788.3,2143.829173
Increased,907,7,SLC_528,0,0,788.3,2143.829173
Increased,907,7,Utah_County_502,0,0,788.3,2143.829173
Increased,907,7,Utah_County_513,0,0,788.3,2143.829173
Increased,907,7,Utah_County_516,0,0,788.3,2143.829173
Increased,907,7,Utah_County_521,0,0,788.3,2143.829173
Increased,907,7,Utah_County_524,0,0,788.3,2143.829173
Current,915,7,Davis_506,4307,72679.38765,4936.65,49543.86825
Current,915,7,Davis_512,6055,106042.0519,4936.65,49543.86825
Current,915,7,Davis_518,26038,91480.77578,4936.65,49543.86825
Current,915,7,Davis_526,0,0,4936.65,49543.86825
Current,915,7,Davis_529,0,0,4936.65,49543.86825
Current,915,7,SLC_505,8969,210646.062,4936.65,49543.86825
Current,915,7,SLC_510,8930,203911.5695,4936.65,49543.86825
Current,915,7,SLC_514,5952,27551.48237,4936.65,49543.86825
Current,915,7,SLC_517,5187,17245.26901,4936.65,49543.86825
Current,915,7,SLC_519,175,6060.72616,4936.65,49543.86825
Current,915,7,SLC_520,663,11945.56755,4936.65,49543.86825
Current,915,7,SLC_523,13648,21677.11778,4936.65,49543.86825
Current,915,7,SLC_525,5206,80198.36897,4936.65,49543.86825
Current,915,7,SLC_527,5081,33072.75776,4936.65,49543.86825
Current,915,7,SLC_528,1295,24053.27611,4936.65,49543.86825
Current,915,7,Utah_County_502,1269,36872.53825,4936.65,49543.86825
Current,915,7,Utah_County_513,5072,23795.34719,4936.65,49543.86825
Current,915,7,Utah_County_516,157,3760.850553,4936.65,49543.86825
Current,915,7,Utah_County_521,0,0,4936.65,49543.86825
Current,915,7,Utah_County_524,729,19884.21646,4936.65,49543.86825
Increased,915,7,Davis_506,3206,101604.1681,2845.433333,25408.15424
Increased,915,7,Davis_512,4609,54919.9506,2845.433333,25408.15424
Increased,915,7,Davis_518,26045,91480.77578,2845.433333,25408.15424
Increased,915,7,Davis_526,0,0,2845.433333,25408.15424
Increased,915,7,Davis_529,0,0,2845.433333,25408.15424
Increased,915,7,NEW_Davis_530,0,0,2845.433333,25408.15424
Increased,915,7,NEW_Davis_531,0,0,2845.433333,25408.15424
Increased,915,7,NEW_SLC_503,1696,54050.50466,2845.433333,25408.15424
Increased,915,7,NEW_SLC_504,5155,11622.23505,2845.433333,25408.15424
Increased,915,7,NEW_SLC_507,1610,48882.238,2845.433333,25408.15424
Increased,915,7,NEW_SLC_508,0,0,2845.433333,25408.15424
Increased,915,7,NEW_SLC_509,1509,46001.66424,2845.433333,25408.15424
Increased,915,7,NEW_SLC_511,180,5911.781743,2845.433333,25408.15424
Increased,915,7,NEW_Utah_County_532,608,20635.11841,2845.433333,25408.15424
Increased,915,7,NEW_Utah_County_533,757,19482.15505,2845.433333,25408.15424
Increased,915,7,SLC_505,4940,60222.54887,2845.433333,25408.15424
Increased,915,7,SLC_510,5263,69027.48941,2845.433333,25408.15424
Increased,915,7,SLC_514,4308,34207.14934,2845.433333,25408.15424
Increased,915,7,SLC_517,0,0,2845.433333,25408.15424
Increased,915,7,SLC_519,175,6060.72616,2845.433333,25408.15424
Increased,915,7,SLC_520,0,0,2845.433333,25408.15424
Increased,915,7,SLC_523,13651,21677.11778,2845.433333,25408.15424
Increased,915,7,SLC_525,4580,41114.09866,2845.433333,25408.15424
Increased,915,7,SLC_527,0,0,2845.433333,25408.15424
Increased,915,7,SLC_528,1107,27904.4911,2845.433333,25408.15424
Increased,915,7,Utah_County_502,0,0,2845.433333,25408.15424
Increased,915,7,Utah_County_513,5069,23795.34719,2845.433333,25408.15424
Increased,915,7,Utah_County_516,162,3760.850553,2845.433333,25408.15424
Increased,915,7,Utah_County_521,0,0,2845.433333,25408.15424
Increased,915,7,Utah_County_524,733,19884.21646,2845.433333,25408.15424
Current,946,7,Davis_506,0,0,9007.95,24764.77337
Current,946,7,Davis_512,19700,33054.89409,9007.95,24764.77337
Current,946,7,Davis_518,0,0,9007.95,24764.77337
Current,946,7,Davis_526,0,0,9007.95,24764.77337
Current,946,7,Davis_529,460,15481.94736,9007.95,24764.77337
Current,946,7,SLC_505,27728,69304.84307,9007.95,24764.77337
Current,946,7,SLC_510,8717,30711.8077,9007.95,24764.77337
Current,946,7,SLC_514,1088,34084.91997,9007.95,24764.77337
Current,946,7,SLC_517,4868,14919.306,9007.95,24764.77337
Current,946,7,SLC_519,12073,18591.70723,9007.95,24764.77337
Current,946,7,SLC_520,9334,21149.67269,9007.95,24764.77337
Current,946,7,SLC_523,7971,17927.22684,9007.95,24764.77337
Current,946,7,SLC_525,19688,19249.04215,9007.95,24764.77337
Current,946,7,SLC_527,3208,17235.08189,9007.95,24764.77337
Current,946,7,SLC_528,1823,48882.238,9007.95,24764.77337
Current,946,7,Utah_County_502,320,10494.45786,9007.95,24764.77337
Current,946,7,Utah_County_513,9831,11694.43004,9007.95,24764.77337
Current,946,7,Utah_County_516,29606,46240.60295,9007.95,24764.77337
Current,946,7,Utah_County_521,436,13407.66903,9007.95,24764.77337
Current,946,7,Utah_County_524,23308,72865.62047,9007.95,24764.77337
Increased,946,7,Davis_506,0,0,4592.8,10393.81671
Increased,946,7,Davis_512,0,0,4592.8,10393.81671
Increased,946,7,Davis_518,0,0,4592.8,10393.81671
Increased,946,7,Davis_526,0,0,4592.8,10393.81671
Increased,946,7,Davis_529,0,0,4592.8,10393.81671
Increased,946,7,NEW_Davis_530,406,12195.28884,4592.8,10393.81671
Increased,946,7,NEW_Davis_531,0,0,4592.8,10393.81671
Increased,946,7,NEW_SLC_503,475,15677.24077,4592.8,10393.81671
Increased,946,7,NEW_SLC_504,4935,9296.272043,4592.8,10393.81671
Increased,946,7,NEW_SLC_507,8689,16779.73523,4592.8,10393.81671
Increased,946,7,NEW_SLC_508,0,0,4592.8,10393.81671
Increased,946,7,NEW_SLC_509,818,23269.67237,4592.8,10393.81671
Increased,946,7,NEW_SLC_511,7576,15215.77862,4592.8,10393.81671
Increased,946,7,NEW_Utah_County_532,633,17791.52729,4592.8,10393.81671
Increased,946,7,NEW_Utah_County_533,983,30912.37975,4592.8,10393.81671
Increased,946,7,SLC_505,26739,13992.66412,4592.8,10393.81671
Increased,946,7,SLC_510,0,0,4592.8,10393.81671
Increased,946,7,SLC_514,19714,17705.9104,4592.8,10393.81671
Increased,946,7,SLC_517,0,0,4592.8,10393.81671
Increased,946,7,SLC_519,27,1585.95629,4592.8,10393.81671
Increased,946,7,SLC_520,5381,16817.26504,4592.8,10393.81671
Increased,946,7,SLC_523,161,5102.042322,4592.8,10393.81671
Increased,946,7,SLC_525,388,11079.91966,4592.8,10393.81671
Increased,946,7,SLC_527,69,2699.635663,4592.8,10393.81671
Increased,946,7,SLC_528,1077,12066.81523,4592.8,10393.81671
Increased,946,7,Utah_County_502,320,10494.45786,4592.8,10393.81671
Increased,946,7,Utah_County_513,9830,11694.43004,4592.8,10393.81671
Increased,946,7,Utah_County_516,20956,15862.41143,4592.8,10393.81671
Increased,946,7,Utah_County_521,446,13407.66903,4592.8,10393.81671
Increased,946,7,Utah_County_524,28161,38167.42931,4592.8,10393.81671
Current,951,20,Davis_506,1487,48025.1518,5422.9,42625.09914
Current,951,20,Davis_512,1445,47742.66435,5422.9,42625.09914
Current,951,20,Davis_518,22584,95004.26478,5422.9,42625.09914
Current,951,20,Davis_526,1665,52573.40413,5422.9,42625.09914
Current,951,20,Davis_529,908,29434.02393,5422.9,42625.09914
Current,951,20,SLC_505,1973,63310.32516,5422.9,42625.09914
Current,951,20,SLC_510,14830,33294.8145,5422.9,42625.09914
Current,951,20,SLC_514,2041,66219.7061,5422.9,42625.09914
Current,951,20,SLC_517,11956,35119.43591,5422.9,42625.09914
Current,951,20,SLC_519,6202,46900.15876,5422.9,42625.09914
Current,951,20,SLC_520,1487,39151.76603,5422.9,42625.09914
Current,951,20,SLC_523,664,20603.688,5422.9,42625.09914
Current,951,20,SLC_525,14166,29022.93412,5422.9,42625.09914
Current,951,20,SLC_527,1084,30387.96021,5422.9,42625.09914
Current,951,20,SLC_528,957,25219.69355,5422.9,42625.09914
Current,951,20,Utah_County_502,971,33213.09221,5422.9,42625.09914
Current,951,20,Utah_County_513,18248,45692.46175,5422.9,42625.09914
Current,951,20,Utah_County_516,503,15042.99988,5422.9,42625.09914
Current,951,20,Utah_County_521,5226,94396.65846,5422.9,42625.09914
Current,951,20,Utah_County_524,61,2146.779093,5422.9,42625.09914
Increased,951,20,Davis_506,0,0,2989.333333,18613.14954
Increased,951,20,Davis_512,0,0,2989.333333,18613.14954
Increased,951,20,Davis_518,0,0,2989.333333,18613.14954
Increased,951,20,Davis_526,0,0,2989.333333,18613.14954
Increased,951,20,Davis_529,0,0,2989.333333,18613.14954
Increased,951,20,NEW_Davis_530,0,0,2989.333333,18613.14954
Increased,951,20,NEW_Davis_531,0,0,2989.333333,18613.14954
Increased,951,20,NEW_SLC_503,1452,47812.0269,2989.333333,18613.14954
Increased,951,20,NEW_SLC_504,5223,14981.9737,2989.333333,18613.14954
Increased,951,20,NEW_SLC_507,1358,42643.76024,2989.333333,18613.14954
Increased,951,20,NEW_SLC_508,668,18181.06803,2989.333333,18613.14954
Increased,951,20,NEW_SLC_509,468,14077.55681,2989.333333,18613.14954
Increased,951,20,NEW_SLC_511,544,11934.65623,2989.333333,18613.14954
Increased,951,20,NEW_Utah_County_532,10270,27464.03084,2989.333333,18613.14954
Increased,951,20,NEW_Utah_County_533,1036,33941.12544,2989.333333,18613.14954
Increased,951,20,SLC_505,14913,67267.62784,2989.333333,18613.14954
Increased,951,20,SLC_510,14192,25184.98009,2989.333333,18613.14954
Increased,951,20,SLC_514,661,21107.31486,2989.333333,18613.14954
Increased,951,20,SLC_517,6606,17789.5478,2989.333333,18613.14954
Increased,951,20,SLC_519,11364,32733.38014,2989.333333,18613.14954
Increased,951,20,SLC_520,266,6974.525505,2989.333333,18613.14954
Increased,951,20,SLC_523,6530,28600.24097,2989.333333,18613.14954
Increased,951,20,SLC_525,389,11079.91966,2989.333333,18613.14954
Increased,951,20,SLC_527,1014,30387.96021,2989.333333,18613.14954
Increased,951,20,SLC_528,893,25219.69355,2989.333333,18613.14954
