Link Id,0:15:00,2:30:00,2:45:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,27:45:00,28:00:00,28:15:00,28:30:00,28:45:00,29:00:00,29:15:00,29:30:00,29:45:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12816,-0.0,-0.0,-0.0,-0.0,0.592495926,1.184991852,-0.0,1.777487778,1.184991852,1.184991852,4.147471482,4.147471482,8.88743889,13.034910372,18.70487778,24.884828892,30.217292226,53.32463334,65.767047786,91.83686853,88.281892974,101.909299272,91.83686853,90.651876678,95.984340012,90.651876678,71.692007046,97.169331864,77.878966306,62.804568156,63.397064082,62.804568156,62.804568156,69.322023342,66.359543712,70.507015194,74.654486676,77.02447038,74.06199075,78.801958158,92.429364456,85.319413344,79.98695001,98.946819642,103.094291124,99.539315568,92.429364456,110.796738162,111.981730014,119.684177052,133.464591498,132.719087424,163.528875576,211.521045582,261.290703366,298.025450778,343.055141154,393.417294864,437.261993388,457.406854872,460.961830428,457.999350798,439.631977092,426.004570794,937.541415982,637.678400788,331.79771856,296.247963,270.178142256,276.695597442,225.14845188,229.888419288,210.33605373,209.743557804,188.340745208,190.783688172,169.453834836,148.1239815,129.164111868,120.869168904,95.984340012,79.394454084,58.657096674,51.547145562,39.104731116,27.254812596,27.254812596,13.034910372,11.84991852,4.147471482,2.369983704,4.147471482,2.369983704,-0.0,-0.0,-0.0,-0.0,0.592495926,-0.0,-0.0,-0.0,0.592495926,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.469518561827221,Incident Link,12816,13386,12824,915,0:29:45,29.75,17:15:00,17:45:00,0.3773869884216667,0.3787627741044445,0.2692989220411111
12824,-0.0,-0.0,-0.0,-0.0,0.675868146,0.337934073,-0.0,0.337934073,0.337934073,1.013802219,2.365538511,2.365538511,5.406945168,3.717274803,8.448351825,7.096615533,11.827692555,19.938110307,26.696791767,38.524484322,34.469275446,38.862418395,31.089934716,38.862418395,42.579693198,34.807209519,35.483077665,38.186550249,31.427868789,25.682989548,23.317451037,26.020923621,25.682989548,30.752000643,30.41406657,29.062330278,33.7934073,32.103736935,33.455473227,34.131341373,40.890022833,35.821011738,34.131341373,41.903825052,42.917627271,42.917627271,39.200352468,50.352176877,47.31077022,56.097056118,64.883342016,76.373100498,91.918067856,123.345936645,156.125541726,177.753322398,210.532927479,245.002202925,273.72659913,295.692313875,304.1406657,308.204401992,319.685633058,296.030247948,317.995962693,258.857499918,220.670949669,202.422509727,169.980838719,177.077454252,143.284046952,137.201233638,133.821892908,128.41494774,107.800969287,115.911387039,99.352617462,80.766243447,74.007561987,61.166067213,51.703913169,35.821011738,29.062330278,20.613978453,16.558769577,10.475956263,10.13802219,5.406945168,3.37934073,1.689670365,2.027604438,1.689670365,0.675868146,-0.0,-0.0,0.337934073,0.337934073,-0.0,-0.0,-0.0,-0.0,0.337934073,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.881450320154166,Feeder 2,12816,13386,12824,915,0:29:45,29.75,17:15:00,17:45:00,0.258897416875,0.17056283628916669,0.13320234710749998
12835,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.075389639,0.075389639,0.527727473,1.206234224,1.055454946,1.6585720579999998,3.166364838,5.352664368999999,7.5389639,14.324031409999998,38.750274446,65.061258457,75.238859722,70.187753909,70.715481382,62.950348565,63.194152644,55.335995026,49.68177210099999,47.344693292,30.080465961,23.747736285,22.089164227,20.958319642,19.525916501,15.681044912,15.002538161,11.157666571999998,9.649873792,9.348315236,8.895977402,9.04675668,9.423704875,7.312794983,8.443639568,7.162015704999999,6.181950398,6.634288231999999,7.689743178,7.011236426999999,7.388184622,6.257340037,7.463574261,8.29286029,7.915912094999999,8.066691373,7.991301733999999,9.04675668,9.122146319,13.117797186,15.002538161,13.57013502,14.399421049,17.038058413999998,17.716565165,20.882930003,17.565785886999997,13.871693575999998,10.403770182,7.312794983,7.011236426999999,6.860457148999999,5.654222925,4.598767979,4.975716174,5.126495452,3.920261228,4.824936896,5.277274729999999,4.146430145,2.940195921,2.412468448,1.884740975,1.3570135019999998,0.904675668,1.281623863,1.055454946,0.301558556,0.603117112,0.4523378339999999,0.376948195,0.075389639,-0.0,-0.0,0.075389639,0.150779278,-0.0,-0.0,-0.0,0.075389639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.075389639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3298136277147222,Feeder 2,13392,12881,12835,915,1:13:54,73.9,16:00:00,17:15:00,0.02284724893027778,0.01072208199111111,0.008732633184166665
12844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13425,12913,12844,915,1:52:30,112.5,14:45:00,16:30:00,0.0,0.0,0.0
12881,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.397269,0.2979517499999999,1.1918069999999998,2.5822485,3.575421,4.46927625,7.94538,11.42148375,16.8839325,27.11360925,53.53199775,94.4988495,106.36877475,99.21793275,94.947291,87.00191099999999,79.55311725,72.99817875,66.5425575,64.05962625,45.78525225,38.43577575,38.137824,34.66172025,33.9664995,31.28493375,30.192444,26.0211195,28.603368,24.8293125,23.438871,25.92180225,24.33272625,24.53136075,22.74365025,24.630678,20.0620845,21.15457425,23.438871,21.15457425,20.657988,19.76413275,18.4730085,21.35320875,19.36686375,20.55867075,22.644333,21.75047775,23.14091925,25.32589875,24.233409,28.10678175,27.31224375,31.68220275,29.69585775,36.7473825,33.86718225,33.370596,25.92180225,25.12726425,21.55184325,25.425216,17.479836,18.8702775,16.18871175,17.18188425,14.301684,15.89076,13.60646325,11.3221665,7.548111,7.412938499999999,4.66791075,6.05835225,4.1713245,3.97269,2.9795175,1.7877105,1.88702775,0.9931725,0.794538,0.6952207499999999,0.1986345,0.09931725,0.1986345,0.2979517499999999,-0.0,-0.0,-0.0,0.09931725,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09931725,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6063352249999999,Feeder 1,13392,12881,12835,915,1:13:54,73.9,16:00:00,17:15:00,0.044389293125,0.018456455625,0.018677160624999998
12899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12899,12900,12910,915,1:53:25,113.42,15:30:00,17:30:00,0.0,0.0,0.0
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12899,12900,12910,915,1:53:25,113.42,15:30:00,17:30:00,0.0,0.0,0.0
12910,-0.0,0.046657361,-0.0,0.046657361,0.046657361,0.046657361,0.233286805,0.186629444,0.186629444,0.419916249,1.353063469,2.33286805,4.012533046,5.225624432,7.745121926,10.824507752,18.056398707,30.560571455,46.330759473,61.821003325,56.408749449,56.408749449,54.495797648,55.102343341,53.842594594000005,50.85652349,49.410145299,49.410145299,40.171987821,34.573104501,28.554304932,27.014612019,23.935226193,21.882302309,20.295952035,20.016007869,19.59609162,21.229099255,18.383000234,18.569629678,19.409462176,20.809183006,18.709601761,20.109322591,18.103056068,19.736063703,20.155979952,20.669210923,18.942888566,20.342609396,18.522972317,21.882302309,22.815449529,23.748596749,28.041073961,27.481185629,33.59329992,35.599566443,39.472127406,39.892043655,37.885777132,37.745805049,35.412936999,35.272964916,32.940096866,26.454723687,24.26182772,21.555700782,21.415728699,21.275756616,20.52923884,18.896231205,17.356538292,17.216566209,17.216566209,16.656677877,14.370467188,12.457515387,11.244424001,10.871165113,8.958213312,7.791779287000001,7.46517776,6.0187995690000005,4.992337627,4.105847768,3.032728465,2.706126938,1.259748747,0.93314722,0.233286805,0.46657361,0.139972083,0.046657361,0.046657361,0.093314722,0.046657361,0.046657361,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.046657361,-0.0,-0.0,-0.0,-0.0,0.5269948924949999,Feeder 2,12899,12900,12910,915,1:53:25,113.42,15:30:00,17:30:00,0.08429429887333334,0.019634972754166667,0.01649856126472222
12913,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.050816764,0.152450292,0.304900584,0.355717348,0.50816764,0.863884988,1.981853796,2.947372312,3.8112573,6.707812848,11.535405428,20.784056476,38.315840056,57.42294332,58.69336242,52.239633392,51.629832224,48.174292272,47.361224048,47.361224048,44.71875232,38.976457988,27.9492202,23.274077912,22.816727036,20.428339128,17.633417108,18.751385916,18.497302096,17.328516524,19.31037032,19.361187084,19.107103264,18.903836208,23.37571144,21.08895706,21.393857644,23.172444384,24.39204672,23.833062316,23.985512608,25.15429818,25.510015528,24.39204672,32.26864514,31.353943388,37.502771832,35.673368328,39.63707592,47.361224048,47.666124632,50.05451254,53.86576984,56.101707456,50.969214292,53.86576984,50.867580764,47.157956992,35.927452148,31.201493096,22.816727036,20.225072072,16.76953212,16.566265064,14.73686156,16.058097424,13.059908348,12.856641292,12.45010718,13.009091584,12.500923944,11.891122776,10.1633528,9.756818688,8.486399588,8.689666644,7.165163724,5.488210512,5.945561388,4.57350876,3.353906424,2.083487324,1.880220268,0.965518516,0.76225146,0.558984404,0.304900584,0.304900584,0.101633528,0.152450292,-0.0,-0.0,-0.0,0.101633528,-0.0,0.050816764,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5471836221377778,Feeder 1,13425,12913,12844,915,1:52:30,112.5,14:45:00,16:30:00,0.08931046273000001,0.030546521471111112,0.029120828925555554
12918,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.080858886,0.540429443,1.080858886,2.161717772,3.242576658,7.025582759,7.025582759,10.80858886,20.536318834,41.613067111,53.502514857,130.783925206,282.644598689,373.977174556,386.947481188,398.836928934,383.164475087,393.973063947,383.70490453,368.572880126,353.440855722,311.287359168,250.218832109,195.635458366,190.231163936,151.860673483,152.941532369,137.809507965,148.61809682499998,134.02650186399998,146.996808496,168.07355677299998,161.04797401399998,144.835090724,195.635458366,188.069446164,187.529016721,190.771593379,206.984476669,217.252636086,224.278218845,236.708096034,235.086807705,236.708096034,307.50435306699995,318.312941927,383.70490453,381.002757315,462.607603208,530.161283583,590.689381199,599.336252287,619.332141678,621.49385945,529.62085414,479.360915941,395.053922833,318.85337137,245.895396565,199.95889391,142.673372952,115.651900802,95.656011411,109.166747486,98.89858806899998,83.226134222,82.68570477899999,77.281410349,70.79625703299999,84.30699310799999,98.89858806899998,78.362269235,84.30699310799999,91.332575867,81.60484589299999,82.145275336,76.74098090599999,70.79625703299999,68.09410981799999,52.42165597099999,48.098220427,44.855643769,25.940613264,16.753312732999998,8.646871088,5.404294429999999,6.485153316,1.621288329,1.080858886,1.621288329,0.540429443,-0.0,-0.0,0.540429443,-0.0,-0.0,-0.0,0.540429443,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.6964819789597225,Feeder 2,12920,13427,12918,915,0:24:57,24.95,17:15:00,17:45:00,0.3900099146983333,0.1568746577597222,0.09517562968388889
