Link Id,0:15:00,2:30:00,3:00:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:30:00,27:00:00,27:30:00,28:00:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
12899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.0,0.0,0.0
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.0,0.0,0.0
12910,-0.0,-0.0,0.046657361,0.046657361,0.186629444,0.419916249,0.279944166,0.559888332,1.39972083,2.006266523,3.919218324,4.852365544,8.491639702,11.337738723,18.289685512,31.493718675,47.730480303,60.094680968,56.875323059,56.548721532,56.45540681,54.495797648,50.623236685,52.116272237,52.956104735,46.750675722,39.845386294,33.546642559,30.420599372,28.181046044,24.121855637,23.608624666,19.922693147,21.695672865,20.482581479,21.788987587,17.356538292,20.52923884,18.709601761,19.082860649,19.222832732,19.409462176,18.802916483,21.089127172,20.52923884,19.222832732,17.729797180000002,20.06266523,20.155979952,22.022274392,21.46238606,25.848177994,25.941492716,28.834249098,32.520180617,33.546642559,37.279231439,38.772266991,42.271569066,41.151792402,37.232574078,36.579371024,34.246502974,27.761129795,28.321018127,24.355142442,23.981883554,22.442190641,21.415728699,19.222832732,18.429657595,17.123251487,16.050132184,16.143446906,13.250690524,13.204033163,11.804312333,11.804312333,9.424786922,7.558492482,6.951946789,6.672002623,5.552225959,3.4526447140000003,3.172700548,2.239553328,1.586350274,1.166434025,0.886489859,0.326601527,0.186629444,0.093314722,0.093314722,0.046657361,-0.0,-0.0,-0.0,0.046657361,0.5350432872675002,Feeder 2,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.05318939154,0.015578374422777777,0.013426951665555555
12931,-0.0,-0.0,-0.0,-0.0,0.74202284,6.678205559999999,7.420228399999999,14.09843396,21.51866236,36.35911916,66.04003276,115.0135402,196.6360526,365.81726012,693.0493325599999,1044.02613588,2108.94503356,7831.821911400001,5294.366683,2514.0707237200004,6295.99807128,2721.21317556,1268.64673664,1198.3668866,2385.89986872,1142.81908224,974.27598892,859.26244872,882.26515676,736.0866572799999,683.40303564,641.10773376,586.94006644,585.45602076,553.5520157999999,533.5144219599999,548.35487876,566.90544976,493.4451886,521.64205652,518.67396516,529.80430776,533.5144219599999,532.7723991199999,520.90003368,506.80159972,495.67125712,507.54362256,572.0996096399999,564.67938124,537.22453616,668.56257884,678.9508986,691.5652868799999,728.66642888,822.16130672,836.2597406799999,863.71458576,919.36629876,877.0709968799999,747.95902272,710.1158578799999,657.43223624,568.38949544,523.86812504,480.83080032,431.85729288,452.6339324,380.65771692,378.4316484,365.81726012,324.26398108,346.52466628,304.2293644,307.19745576,294.58306748,241.89944584,238.93135448,211.4765094,156.56681924,146.92052232,106.85128896,89.78476364,65.29800992,47.48946176,32.64900496,19.29259384,29.6809136,9.64629692,5.93618272,1.48404568,2.96809136,0.74202284,0.74202284,0.74202284,1.48404568,0.74202284,0.74202284,18.35898141027777,Incident Link,12931,13640,12934,723,0:25:54,25.9,17:15:00,17:45:00,0.7067767550999999,0.37987447058888885,0.3034048945777778
12934,-0.0,0.021999888,-0.0,0.021999888,0.065999664,0.1099994399999999,0.2419987679999999,1.311998208,0.6599966399999999,1.53999216,7.237989472000001,3.51998208,5.60997144,9.45995184,17.92990872,27.917857872,32.66983368,32.493834576,32.00983704,30.051847008,32.075836704,31.371840288,29.897847792,28.26985608,27.345860784,24.397875792,22.703884416,19.7998992,20.525895504,17.291911967999997,15.9499188,14.62992552,12.86993448,13.243932576,11.923939296,10.955944224,11.637940752,11.087943552,10.735945344,10.801945008,10.4499468,11.32994232,9.833949936,13.715943104,10.317947472,10.22994792,10.141948368,10.405947024,11.395941983999998,16.491940416,10.867944672,12.825934704,13.001933808,14.563925856,14.431926528,16.235917344,16.895913984,17.137912752,18.501905808,17.291911967999997,15.201922608,14.255927424,13.507931232,11.175943104,9.3499524,14.177953296,8.843954976,9.217953072,7.633961136,7.875959903999999,6.797965391999999,6.5999664,6.379967519999999,8.543970095999999,10.997968416,5.60997144,11.678974352,4.729975919999999,4.883975136,3.211983648,3.387982752,8.2999888,1.957990032,1.473992496,1.253993616,0.8139958559999999,0.351998208,1.71499608,0.175999104,0.087999552,0.087999552,0.043999776,0.021999888,0.021999888,0.021999888,0.043999776,-0.0,-0.0,0.2908235754533331,Feeder 2,12931,13640,12934,723,0:25:54,25.9,17:15:00,17:45:00,0.01416548344,0.00771218296,0.005701637639999999
13194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,13194,13521,13519,723,0:59:52,59.87,19:30:00,20:30:00,0.0,0.0,0.0
13394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
13396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
13519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13194,13521,13519,723,0:59:52,59.87,19:30:00,20:30:00,0.0,0.0,0.0
