Link Id,0:15:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:30:00,26:45:00,27:30:00,28:00:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
12899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.0,0.0,0.0
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.0,0.0,0.0
12910,-0.0,0.046657361,0.046657361,-0.0,0.279944166,0.886489859,0.6998604150000001,1.586350274,2.239553328,3.73258888,5.13230971,7.558492482,10.964479835,17.823111902,32.333551173000004,45.677556419,61.867660686,54.169196121,55.288972785,55.149000702,53.889251955,54.215853482,55.52225959,52.909447374,50.436607241,40.918505597,36.112797414,30.140655206,28.92756382,24.775058691,22.628820085,21.975617031,19.922693147,19.689406342,19.922693147,20.06266523,18.6629444,18.476314956,18.849573844,20.389266757,20.155979952,20.715868284,19.316147454,20.295952035,19.176175371,20.155979952,19.269490093,20.902497728,20.06266523,21.788987587,24.168512998,25.568233828,29.487452152,31.213774509,34.666419223,36.85931519,38.119063937,40.545246709,36.952629912,36.299426858,33.919901447,30.840515621,28.600962293,27.014612019,24.448457164,22.068931753,20.762525645,20.06266523,19.642748981,18.009741346000002,17.869769263000002,16.79664996,16.516705794,13.9972083,13.157375802,12.877431636,11.850969694,9.704731088,8.818241229,7.46517776,5.645540681,5.552225959,4.245819851,3.639274158,1.959609162,1.772979718,1.259748747,0.979804581,0.186629444,0.186629444,0.233286805,-0.0,0.046657361,0.093314722,-0.0,-0.0,-0.0,0.5333195569861113,Feeder 2,12899,12900,12910,723,0:51:23,51.38,17:15:00,18:15:00,0.04959936681861111,0.015448770642222222,0.01292149692138889
12931,-0.0,-0.0,0.74202284,3.7101142,2.22606852,10.38831976,11.1303426,25.9707994,40.06923336,77.9123982,104.62522044,191.44189272,391.78805952,669.30460168,1040.60281612,2727.264399,12120.72095212,2279.27146752,3443.07221132,3818.511431760001,2250.838828,2609.10049036,1884.19644468,1199.8509322799998,1157.5556304,959.43553212,895.6215678799999,821.41928388,724.95631468,691.5652868799999,672.2726930399999,612.9108658399999,588.42411212,583.22995224,560.96926704,534.99846764,497.89732564,494.92923428,534.2564447999999,549.0969016,520.90003368,497.1553028,515.7058738,491.21912008,526.8362164,527.57823924,529.80430776,552.0649929599999,572.0996096399999,610.6847973199999,603.26456892,625.52525412,711.5999035599999,696.0174239199999,790.9963474399999,848.13210612,868.90874564,858.52042588,796.9325301599999,742.02284,701.95360664,615.8789572,613.6528886799999,552.0649929599999,508.2856454,463.764275,484.54091452,433.34133856,403.66042496,336.87836936,305.71341008,325.00600392,304.97138724,241.89944584,247.09360572,254.51383412,210.73448656,195.15200692,169.92323036,144.6944538,103.14117476,87.55869512,62.32991856,53.42564448,38.58518768,16.32450248,21.51866236,11.87236544,8.16225124,1.48404568,2.96809136,1.48404568,0.74202284,-0.0,1.48404568,-0.0,0.74202284,18.49930628726668,Incident Link,12931,13640,12934,723,0:25:54,25.9,17:15:00,17:45:00,0.6659654988999999,0.36606460106666666,0.3238105226777777
12934,-0.0,-0.0,0.043999776,0.131999328,0.175999104,0.175999104,0.5059974239999999,1.0119948479999998,1.341993168,2.221988688,3.07998432,5.521971888,9.503951616,23.750908272,28.26985608,32.295835583999995,31.635838944,30.68984376,2894.085842192,857.269837264,263.830846896,29.325850704,45.355850592,26.773863696,25.827868512,22.043887776,21.515890464,19.57990032,17.665910064,16.499916,15.267922272,13.793929776,13.63993056,12.803934816,12.363937056,11.021943888,10.383947136,11.32994232,10.845944784,10.537946352,11.307942432,10.00994904,10.33994736,9.965949264,9.3499524,10.603946016,12.049946016,11.087943552,11.76994008,12.363937056,12.209937839999998,12.407936832,13.617930672,14.871924288,16.191917567999997,16.983913536,17.401911408,17.643910176,16.257917232,14.893924176,13.52993112,12.495936383999998,12.737935152,10.735945344,9.833949936,10.175952512,10.317947472,9.217953072,8.68995576,6.995964384,6.929964719999999,6.467967072,20.032966512,5.631971328,9.68997144,5.16997368,4.223978496,4.333977936,4.003979616,3.123984096,2.331988128,1.97998992,2.186990928,1.86999384,1.665994512,0.593996976,0.351998208,0.2199988799999999,0.1099994399999999,0.087999552,0.065999664,0.021999888,0.021999888,-0.0,0.065999664,0.021999888,-0.0,1.383176343742222,Feeder 2,12931,13640,12934,723,0:25:54,25.9,17:15:00,17:45:00,0.01355437544,0.007229407639999999,0.00652052236
13194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,13194,13521,13519,723,0:59:52,59.87,19:30:00,20:30:00,0.0,0.0,0.0
13394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
13396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,13394,13396,12841,723,1:00:48,60.8,16:30:00,17:30:00,0.0,0.0,0.0
13519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13194,13521,13519,723,0:59:52,59.87,19:30:00,20:30:00,0.0,0.0,0.0
13521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,13194,13521,13519,723,0:59:52,59.87,19:30:00,20:30:00,0.0,0.0,0.0
13640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12931,13640,12934,723,0:25:54,25.9,17:15:00,17:45:00,0.0,0.0,0.0
