Link Id,0:15:00,1:45:00,2:00:00,2:15:00,2:30:00,2:45:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,27:45:00,28:00:00,28:15:00,28:30:00,28:45:00,29:00:00,29:15:00,30:00:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.864020222,2.592060666,0.864020222,3.456080888,4.32010111,6.048141554,19.872465106,22.464525772,31.968748214,45.793071766,65.66553687199999,91.586143532,129.6030333,165.02786240199998,234.149480162,309.319239476,577.165508296,496.81162765,500.267708538,438.922272776,426.825989668,403.497443674,447.562474996,456.202677216,602.2220947339999,373.256735904,294.630895702,273.74136993,269.574309264,255.749985712,248.837823936,266.982248598,241.061641938,241.061641938,279.942551928,260.070086822,305.863158588,309.319239476,298.950996812,285.990693482,291.174814814,291.511814814,282.534612594,285.990693482,283.398632816,286.854713704,325.735623694,309.319239476,313.639340586,366.344574128,379.304877458,383.222938124,426.825989668,412.30960545,469.382960324,455.338656994,446.698454774,496.229587206,487.307405208,438.058252554,462.78581877,455.338656994,423.36990878,373.256735904,404.361463896,383.664938124,320.551502362,344.744068578,325.735623694,341.28798769,321.415522584,285.990693482,269.574309264,240.197621716,208.228873502,237.60556105,177.988165732,190.948469062,135.651174854,104.546446862,90.72212331,76.89779975799999,57.889354874,35.424829102,30.24070777,21.60050555,13.824323552,5.184121332,7.776181997999999,3.456080888,0.864020222,3.456080888,-0.0,-0.0,1.728040444,-0.0,0.864020222,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.521238952644447,Feeder 2,8342,13404,12848,951,0:38:23,38.38,16:15:00,16:45:00,0.37139756188000006,0.26192445610555554,0.257046016045
12904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.150283484,0.575141742,2.300566968,1.150283484,4.601133936,4.601133936,7.476842646,10.352551356,14.37854355,16.679110518,28.181945358,41.410205424,71.89271775,199.574184474,424.454605596,572.26603329,521.653559994,479.093071086,454.36197618,456.662543148,419.85347166,404.899786368,411.801487272,384.769825398,260.539209126,209.92673583,223.730137638,176.568514794,171.967380858,170.817097374,169.66681389,174.267947826,184.620499182,192.67248357,193.822767054,201.874751442,176.568514794,214.527869766,224.880421122,235.80811422,247.31094906,252.487224738,257.66350041600003,236.383255962,274.342610934,334.73249384400003,375.567557526,448.61055876,498.072748572,506.699874702,549.835505352,573.416316774,549.835505352,565.364332386,560.76319845,536.607245286,499.223032056,431.931448242,370.391281848,323.229659004,280.669170096,219.129003702,159.889404276,173.117664342,147.811427694,143.7854355,131.13231717600002,149.53685292,127.106324982,123.65547453,131.13231717600002,129.98203369200002,108.701789238,106.976364012,101.224946592,98.349237882,86.846403042,94.89838743,83.97069433200001,74.193284718,68.441867298,60.38988291,39.109638456,28.7570871,29.332228842,15.528827034,10.927693098,6.326559162000001,1.150283484,2.300566968,1.725425226,1.150283484,-0.0,-0.0,0.575141742,-0.0,-0.0,1.150283484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.4021785733300005,Feeder 1,12907,12904,13618,951,1:07:34,67.57,13:30:00,14:30:00,0.376558079415,0.228938365635,0.279103506465
12907,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000954,1.127045466,2.817613665,3.381136398,7.889318262,9.016363728,10.706931927,16.90568199,24.231477519,37.192500378,49.590000504,68.186250693,103.688182872,248.513525253,478.99432305,644.106483819,596.770574247,562.395687534,547.180573743,555.069892005,511.115118831,514.496255229,515.059777962,517.313868894,361.781594586,293.595343893,296.976480291,262.038070845,248.513525253,250.767616185,240.060684258,248.513525253,267.673298175,261.474548112,277.816707369,284.578980165,246.822957054,297.540003024,308.810457684,315.57273048,321.771480543,324.589094208,340.367730732,311.064548616,352.201708125,419.824436085,480.121368516,551.125232874,621.002051766,643.542961086,680.171938731,740.468871162,719.618530041,726.380802837,728.071371036,708.348075381,663.266256741,586.627165053,498.717618705,443.492390871,386.013072105,321.771480543,255.839320782,240.624206991,228.226706865,224.845570467,202.86818388,218.646820404,194.415342885,193.851820152,191.034206487,187.089547356,167.929774434,167.366251701,152.15113791,145.388865114,127.356137658,131.864319522,118.903296663,103.688182872,90.16363728,81.147273552,59.169886965,41.137159509,35.501932179,16.342159257,12.961022859,10.706931927,2.254090932,3.944659131,2.254090932,1.690568199,-0.0,-0.0,0.563522733,-0.0,-0.0,1.127045466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.129971114282501,Incident Link,12907,12904,13618,951,1:07:34,67.57,13:30:00,14:30:00,0.485568754935,0.28645738927500003,0.35126250357000005
12924,-0.0,-0.0,-0.0,-0.0,-0.0,0.922383698,-0.0,0.922383698,0.922383698,0.922383698,1.844767396,7.379069584,14.758139168,9.22383698,14.758139168,16.602906564,38.740115316,31.361045732,66.411626256,96.85028829,242.586912574,520.224405672,682.56393652,641.05667011,595.859868908,616.152310264,582.024113438,561.7316720819999,565.421206874,607.850856982,488.86335994,355.11772373,280.404644192,258.26743544,227.828773406,216.539785332,182.631972204,181.709588506,190.011041788,217.682552728,247.198831064,284.094178984,259.189819138,261.956970232,287.783713776,279.482260494,319.144759508,338.514817166,331.135747582,394.780222744,385.556385764,463.959000094,546.973532914,701.933994178,818.154340126,911.315093624,951.899976336,982.33863837,1051.51741572,907.625558832,825.53340971,787.715678092,695.477308292,602.316554794,547.895916612,417.839815194,361.574409616,280.404644192,252.733133252,176.175286318,194.622960278,170.64098413,160.494763452,172.485751526,154.038077566,166.02906564,171.563367828,157.727612358,139.27993839799998,130.978485116,144.81424058599998,131.900868814,154.038077566,143.891856888,146.659007982,139.27993839799998,147.58139168,121.754648136,101.46220678,78.40261432999999,67.334009954,52.575870786,28.593894638,19.370057658,15.680522866,3.689534792,3.689534792,3.689534792,1.844767396,-0.0,0.922383698,-0.0,-0.0,-0.0,0.922383698,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.587313351437783,Feeder 2,12926,13634,12924,951,1:05:21,65.35,19:15:00,20:30:00,0.2764588917061111,0.08250209743222223,0.07660909047277778
12926,-0.0,-0.0,0.455395901,-0.0,0.455395901,-0.0,0.455395901,0.910791802,3.643167208,4.098563109,8.652522119,9.563313921,11.840293426,14.117272931,29.145337664,38.253255684,45.994986001,57.379883526,74.684927764,122.501497369,214.946865272,355.20880278,515.052764031,479.531883753,440.367836267,462.226839515,450.386546089,433.536897752,437.635460861,445.377191178,417.142645316,320.143318403,268.68358159,243.636807035,220.867011985,226.331762797,217.223844777,209.026718559,207.660530856,232.707305411,242.270619332,264.585018481,267.772789788,260.031059471,268.68358159,261.852643075,282.800854521,292.364168442,292.819564343,316.955547096,327.429652819,366.138304404,418.053437118,498.203115694,577.4420024679999,638.009657301,660.32405645,676.7183088859999,729.088837501,631.178718786,601.12258932,556.493791022,503.667866506,445.377191178,418.96422892,327.88504872,286.444021729,263.674226679,225.876366896,199.918800539,206.749739054,193.087862024,174.872025984,157.111585845,153.013022736,172.595046479,151.646835033,146.182084221,146.637480122,137.529562102,129.787831785,124.323080973,142.538917013,140.261937508,131.609415389,131.154019488,127.055456379,98.365514616,86.980617091,64.210822041,46.450381902,35.520880278,16.394252436,13.66187703,13.66187703,1.366187703,2.732375406,1.366187703,1.366187703,0.455395901,-0.0,-0.0,0.455395901,-0.0,0.910791802,-0.0,-0.0,-0.0,0.455395901,-0.0,-0.0,-0.0,-0.0,6.186806312807779,Incident Link,12926,13634,12924,951,1:05:21,65.35,19:15:00,20:30:00,0.27842399391694445,0.08133876787305556,0.07425483163527777
12969,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.976415932,-0.0,1.952831864,2.929247796,8.787743387999999,8.787743387999999,19.52831864,34.17455762,34.17455762,57.608539988,88.85384981199999,112.28783218,219.6935847,415.953187032,588.778806996,589.755222928,543.863674124,577.061815812,553.627833444,518.476859892,507.73628464,505.783452776,430.599426012,366.1559745,283.16062028,294.877611464,246.056814864,245.080398932,256.797390116,260.703053844,271.443629096,239.22190334,283.16062028,318.311593832,319.288009764,331.98141688,372.990886024,379.825797548,415.953187032,376.896549752,455.009824312,473.56172702,502.85420498,625.882612412,644.43451512,809.4488076279999,925.642303536,1064.29336588,1137.52456078,1018.401817076,871.939427276,749.887435776,674.703409012,609.283541568,572.179736152,511.641948368,453.056992448,492.113629728,437.434337536,441.340001264,456.962656176,403.259779916,407.165443644,446.222080924,458.91548804,513.594780232,494.066461592,489.184381932,503.830620912,527.26460328,480.396638544,512.6183642999999,477.467390748,451.104160584,484.302302272,391.542788732,382.755045344,411.071107372,371.03805416,319.288009764,247.033230796,195.2831864,163.061460644,140.603894208,104.476504724,69.325531172,49.797212532,23.433982368,18.551902708,7.811327456,4.88207966,-0.0,2.929247796,1.952831864,0.976415932,0.976415932,-0.0,1.952831864,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.60250823792444,Feeder 2,12975,12972,12969,951,1:25:37,85.62,13:00:00,14:30:00,1.0800245114511111,0.5527599081711111,0.5988684382933332
12972,-0.0,-0.0,-0.0,0.334703756,-0.0,0.334703756,-0.0,0.669407512,0.334703756,1.6735187800000002,2.008222536,4.016445072,6.359371364,11.045223948,20.08222536,17.069891556,30.12333804,46.523822084,62.589602372,99.407015532,187.099399604,265.085374752,273.45296865200004,249.35429822,261.403633436,249.019594464,244.668445636,234.2926292,232.953814176,219.23096018,183.752362044,147.604356396,150.61669020000002,136.224428692,132.877391132,134.216206156,142.918503812,150.61669020000002,126.518019768,151.286097712,168.690693024,171.368323072,172.37243434,194.12817848,199.14873482,209.1898475,192.119955944,229.941480372,232.284406664,252.031928268,289.184045184,302.90689918000004,367.5047240880001,420.722621292,474.944629764,497.369781416,464.234109572,433.44136402,407.334471052,380.892874328,361.145352724,346.75309121600003,325.332050832,307.258048008,319.64208698000004,300.563972888,252.366632024,255.378965828,238.643778028,238.978481784,227.933257836,225.590331544,232.61911042000003,221.57388647200003,222.243293984,224.25151652,223.916812764,207.851032476,219.900367692,207.851032476,198.814031064,207.181624964,169.694804292,161.66191414800002,172.70713809600002,145.93083761600002,137.22853996,112.795165772,83.675939,74.30423383200001,64.263121152,45.519710816,29.119226772,25.437485456,11.379927704,8.367593900000001,3.3470375600000004,3.3470375600000004,0.334703756,1.004111268,0.669407512,0.334703756,0.334703756,-0.0,0.669407512,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.737080853321114,Feeder 1,12975,12972,12969,951,1:25:37,85.62,13:00:00,14:30:00,0.5183259554722223,0.24879645862666666,0.26711219194111113
12975,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.490128198,2.235192297,0.745064099,5.215448693,7.45064099,11.921025584,5.960512792,17.136474277,33.527884455,53.644615128000005,109.524422553,249.596473165,398.609292965,403.079677559,337.514036847,359.86595981700003,344.964677837,332.298588154,337.514036847,307.711472887,264.497755145,200.422242631,140.81711471100002,118.465191741,114.739871246,98.348461068,93.878076474,89.40769188,96.85833287,84.937307286,105.799102058,105.054037959,116.975063543,118.465191741,160.188781285,133.366473721,163.91410178,140.072050612,199.677178532,219.793909205,227.244550195,292.065126808,343.47454963900003,463.429869578,592.3259587050001,706.320765852,763.6907014750001,1211.274163099,11642.1531002,3818.456919912,581.14999722,564.013522943,564.013522943,497.702818132,482.0564720530001,479.076215657,527.943164489,403.384562292,377.747498193,349.435062431,343.47454963900003,327.08313946100003,311.436793382,288.339806313,301.75096009500004,303.241088293,304.731216491,295.790447303,301.005895996,296.535511402,306.22134468900003,280.144101224,312.181857481,250.341537264,208.61794772,242.890896274,216.06858871,196.696922136,154.97333259200002,104.30897386,93.133012375,64.820576613,43.958781841,27.567371663000003,17.881538376,6.705576891000001,3.725320495,1.490128198,2.235192297,0.745064099,-0.0,1.490128198,-0.0,-0.0,-0.0,-0.0,0.745064099,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.161937435532778,Incident Link,12975,12972,12969,951,1:25:37,85.62,13:00:00,14:30:00,0.5238214540469445,0.36073520126583336,0.5486013512705555
12980,-0.0,-0.0,-0.0,-0.0,0.36434892,-0.0,0.36434892,-0.0,0.72869784,1.09304676,3.27914028,2.18609352,8.38002516,10.20176976,14.20960788,24.775726560000003,24.775726560000003,48.82275528,61.21061856,92.54462568,161.40657156,243.02072964,203.30669736,183.63185568,182.53880892,166.14310752,181.44576216,165.7787586,153.39089532,118.413399,112.21946736,65.5828056,59.388873960000005,59.388873960000005,53.19494232,47.365359600000005,48.458406360000005,44.81491716,50.28015096,54.28798908,53.19494232,53.55929124,59.02452504,81.24980916,70.68369048000001,84.89329836,71.04803940000001,103.8394422,108.57597816,119.14209684,126.42907524,176.70922620000002,225.8963304,264.88166484000004,340.30189128,346.131474,306.41744172,311.15397768,330.82881936,290.75043816000004,275.81213244,260.5094778,236.46244908000003,243.38507856,218.24500308,221.52414336,177.80227296,217.88065416,193.1049276,180.71706432,175.61617944,173.79443484,155.21263992000002,154.48394208000002,157.76308236,156.30568668,151.2048018,151.56915072,136.630845,151.56915072,141.36738096000002,162.86396724000002,130.80126228,104.93248896,116.22730548,103.47509328,84.89329836,70.31934156,50.28015096,42.993172560000005,31.69835604,22.58963304,16.76005032,8.015676240000001,5.4652338,1.09304676,0.72869784,0.36434892,1.45739568,1.09304676,0.36434892,0.36434892,0.36434892,0.72869784,-0.0,0.36434892,-0.0,-0.0,-0.0,0.36434892,-0.0,-0.0,-0.0,3.072574683966667,Feeder 2,12982,13449,12980,951,0:30:46,30.77,17:30:00,18:00:00,0.1715476165,0.1141626616,0.09898145659999999
12982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,12982,13449,12980,951,0:30:46,30.77,17:30:00,18:00:00,0.0,0.0,0.0
